,Console,Review,Score,Name
11202,PC,Great,8,A Tale in the Desert 
11203,PC,Poor,4,RollerCoaster Tycoon 2: Wacky Worlds 
11204,XBOX,Good,7,Speed Kings 
11205,PS2,Good,7,Speed Kings 
11206,GC,Good,7,Speed Kings 
11207,GBA,Superb,9,WarioWare Inc.: Mega MicroGame$ 
11208,XBOX,Fair,6,Bloody Roar Extreme 
11209,PC,Good,7,Blitzkrieg 
11210,PC,Great,8,The Sims: Superstar 
11211,GC,Good,7,Lost Kingdoms II 
11212,XBOX,Bad,3,Stake: Fortune Fighters 
11213,PC,Superb,9,Grand Theft Auto: Vice City 
11214,PC,Great,8,Day of Defeat 
11215,PC,Superb,9,Rise of Nations 
11216,PC,Fair,6,Enter the Matrix 
11217,PC,Mediocre,5,Empire of Magic 
11218,XBOX,Fair,6,Enter the Matrix 
11219,PS2,Fair,6,Enter the Matrix 
11220,GC,Fair,6,Enter the Matrix 
11221,PS2,Great,8,NFL Blitz 2002 
11222,PC,Fair,6,Enclave 
11223,XBOX,Great,8,Return to Castle Wolfenstein: Tides of War 
11224,GBA,Great,8,Castlevania: Aria of Sorrow 
11225,PC,Good,7,Quake III: Team Arena 
11226,PS,Great,8,Gran Turismo 
11227,XBOX,Great,8,Tom Clancy's Splinter Cell 
11228,PC,Great,8,Medieval: Viking Invasion 
11229,GBA,Good,7,Karnaaj Rally 
11230,PS,Good,7,MLB 2004 
11231,PS2,Bad,3,Jungle Book Rhythm N'Groove 
11232,PS2,Fair,6,.hack Part 2: Mutation 
11233,PS2,Good,7,Piglet's Big Game 
11234,GC,Good,7,Piglet's Big Game 
11235,PS2,Fair,6,Mobile Light Force 2 
11236,PS,Fair,6,Alone in the Dark: The New Nightmare 
11237,PC,Mediocre,5,Cabela's 4X4 Off-Road Adventure 3 
11238,GBA,Great,8,Tony Hawk's Pro Skater 4 
11239,GBA,Good,7,Ninja Five-0 
11240,XBOX,Poor,4,SeaBlade 
11241,PC,Fair,6,Devastation 
11242,GC,Mediocre,5,Conflict: Desert Storm 
11243,GBA,Good,7,Tom Clancy's Splinter Cell 
11244,PC,Fair,6,Trade Empires 
11245,XBOX,Great,8,V-Rally 3 
11246,PS,Great,8,Gran Turismo 2 
11247,GBC,Good,7,Shantae 
11248,PC,Bad,3,Humvee Assault 
11249,PC,Mediocre,5,Monkey Brains 
11250,XBOX,Great,8,Burnout 2: Point of Impact 
11251,GBA,Fair,6,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel 
11252,PC,Mediocre,5,Knight Rider 
11253,PC,Good,7,Odyssey: The Search for Ulysses 
11254,PS2,Great,8,NBA Street Vol. 2 
11255,GC,Great,8,NBA Street Vol. 2 
11256,XBOX,Great,8,NBA Street Vol. 2 
11257,PC,Mediocre,5,Emergency 2: The Ultimate Fight for Life 
11258,XBOX,Good,7,Star Wars: The Clone Wars 
11259,PC,Mediocre,5,X2: Wolverine's Revenge 
11260,GC,Great,8,Ikaruga 
11261,GC,Mediocre,5,Tube Slider 
11262,PS2,Mediocre,5,Micro Machines 
11263,XBOX,Mediocre,5,X2: Wolverine's Revenge 
11264,PC,Good,7,Red Faction II 
11265,PC,Bad,3,High Impact Paintball 
11266,PS2,Mediocre,5,Seek and Destroy 
11267,GC,Mediocre,5,X2: Wolverine's Revenge 
11268,PS2,Mediocre,5,X2: Wolverine's Revenge 
11269,GC,Mediocre,5,Bust-A-Move 3000 
11270,GC,Terrible,2,Batman: Dark Tomorrow 
11271,XBOX,Good,7,Pro Race Driver 
11272,GC,Fair,6,Men in Black II: Alien Escape 
11273,PC,Good,7,Tropico 2: Pirate Cove 
11274,XBOX,Good,7,Phantasy Star Online Episode I & II 
11275,PC,Mediocre,5,Purge 
11276,XBOX,Fair,6,Godzilla: Destroy All Monsters Melee 
11277,PC,Poor,4,Postal 2 
11278,PC,Mediocre,5,CSI: Crime Scene Investigation 
11279,GBA,Great,8,Golden Sun: The Lost Age 
11280,XBOX,Mediocre,5,Furious Karting 
11281,PC,Good,7,Bandits: Phoenix Rising 
11282,GC,Terrible,2,Disney Sports Skateboarding 
11283,PC,Good,7,Restaurant Empire 
11284,PC,Good,7,Shadowbane 
11285,GBA,Good,7,Super Puzzle Fighter II Turbo 
11286,GBA,Good,7,The Lost Vikings 
11287,GC,Good,7,Disney Sports Soccer 
11288,PS2,Good,7,Midnight Club II 
11289,GBA,Great,8,GT Advance 3: Pro Concept Racing 
11290,PC,Good,7,Metal Gear Solid 2: Substance 
11291,PC,Mediocre,5,Casino Inc. 
11292,PC,Good,7,Vietcong 
11293,GC,Mediocre,5,Disney Sports Football 
11294,PS2,Mediocre,5,Gallop Racer 2003: A New Breed 
11295,PS2,Good,7,4x4 Evolution 
11296,PC,Good,7,1602 A.D. 
11297,PC,Good,7,1503 A.D. 
11298,XBOX,Good,7,Red Faction II 
11299,GC,Good,7,Red Faction II 
11300,XBOX,Poor,4,World Racing 
11301,PS,Good,7,Final Fantasy Origins 
11302,GC,Terrible,2,Disney Sports Basketball 
11303,GC,Good,7,TransWorld Surf: Next Wave 
11304,PC,Good,7,Pro Race Driver 
11305,GBA,Terrible,2,MLB Slugfest 2004 
11306,GBA,Great,8,Sonic Advance 2 
11307,GC,Great,8,Tom Clancy's Splinter Cell 
11308,PS2,Great,8,Tom Clancy's Splinter Cell 
11309,XBOX,Fair,6,Marvel vs. Capcom 2 
11310,GC,Great,8,Burnout 2: Point of Impact 
11311,PS2,Good,7,Rayman 3: Hoodlum Havoc 
11312,PC,Great,8,Rayman 3: Hoodlum Havoc 
11313,PC,Terrible,2,New World Order 
11314,GBA,Good,7,Mega Man & Bass 
11315,XBOX,Terrible,2,Black Stone: Magic and Steel 
11316,PS2,Good,7,Clock Tower 3 
11317,XBOX,Poor,4,RLH 
11318,XBOX,Fair,6,Tao Feng: Fist of the Lotus 
11319,XBOX,Terrible,2,Batman: Dark Tomorrow 
11320,GC,Great,8,Def Jam Vendetta 
11321,PS2,Great,8,Def Jam Vendetta 
11322,PC,Great,8,The Omega Stone: Riddle of the Sphinx II 
11323,PS2,Fair,6,Auto Modellista 
11324,GC,Fair,6,Superman: Shadow of Apokolips 
11325,XBOX,Good,7,State of Emergency 
11326,XBOX,Bad,3,Murakumo: Renegade Mech Pursuit 
11327,PS2,Good,7,Grand Prix Challenge 
11328,PC,Great,8,MVP Baseball 2003 
11329,PS2,Great,8,Amplitude 
11330,XBOX,Fair,6,UFC: Tapout 2 
11331,PC,Great,8,Galactic Civilizations 
11332,PS,Abysmal,1,Dragon Ball Z Ultimate Battle 22 
11333,XBOX,Superb,9,World Series Baseball 2K3 
11334,PS2,Great,8,World Series Baseball 2K3 
11335,PC,Mediocre,5,Delta Force: Black Hawk Down 
11336,PC,Great,8,Tom Clancy's Rainbow Six 3: Raven Shield 
11337,PS2,Good,7,Primal 
11338,XBOX,Great,8,High Heat Major League Baseball 2004 
11339,GC,Good,7,The Sims 
11340,XBOX,Good,7,The Sims 
11341,PC,Bad,3,Grom: Terror in Tibet 
11342,XBOX,Good,7,Jurassic Park: Operation Genesis 
11343,PS2,Good,7,Jurassic Park: Operation Genesis 
11344,PS2,Fair,6,Aero Elite: Combat Academy 
11345,DC,Good,7,Sword of the Berserk: Guts' Rage 
11346,GC,Superb,9,The Legend of Zelda: The Wind Waker 
11347,PC,Good,7,Jurassic Park: Operation Genesis 
11348,PS2,Great,8,MVP Baseball 2003 
11349,XBOX,Good,7,MVP Baseball 2003 
11350,PS2,Great,8,MotoGP3 
11351,PS2,Mediocre,5,WWE Crush Hour 
11352,GC,Mediocre,5,WWE Crush Hour 
11353,XBOX,Superb,9,Tony Hawk's Pro Skater 4 
11354,PC,Fair,6,High Heat Major League Baseball 2004 
11355,XBOX,Great,8,MLB Slugfest 2004 
11356,PS2,Great,8,MLB Slugfest 2004 
11357,PS2,Good,7,MLB 2004 
11358,XBOX,Great,8,Rayman 3: Hoodlum Havoc 
11359,PS2,Fair,6,The King of Route 66 
11360,GC,Great,8,MLB Slugfest 2004 
11361,PC,Abysmal,1,Gods and Generals 
11362,PC,Fair,6,Baseball Mogul 2004 
11363,PC,Fair,6,Heroes of Might and Magic IV: Winds of War 
11364,XBOX,Great,8,Colin McRae Rally 3 
11365,PC,Great,8,Praetorians 
11366,PS2,Great,8,High Heat Major League Baseball 2004 
11367,GC,Superb,9,Tony Hawk's Pro Skater 4 
11368,XBOX,Great,8,All-Star Baseball 2004 
11369,GBA,Good,7,All-Star Baseball 2004 
11370,PS2,Great,8,All-Star Baseball 2004 
11371,GC,Great,8,All-Star Baseball 2004 
11372,PC,Great,8,IL-2 Sturmovik: Forgotten Battles 
11373,PC,Fair,6,Green Berets 
11374,PC,Good,7,Waterloo: Napoleon's Last Battle 
11375,PC,Mediocre,5,The Messenger 
11376,PC,Fair,6,Timescape: Journey to Pompeii 
11377,PC,Great,8,Out of the Park Baseball 5 
11378,PS2,Great,8,Sky Odyssey 
11379,PS2,Superb,9,Winning Eleven 6 International 
11380,GBA,Great,8,Pokemon Ruby 
11381,PC,Mediocre,5,IGI 2: Covert Strike 
11382,N64,Mediocre,5,Jeremy McGrath Supercross 2000 
11383,PS2,Poor,4,My Street 
11384,PS2,Great,8,Zone of the Enders: The 2nd Runner 
11385,PC,Good,7,Half-Life: Blue Shift 
11386,GC,Great,8,Rayman 3: Hoodlum Havoc 
11387,XBOX,Good,7,Shenmue II 
11388,GC,Mediocre,5,Evolution Snowboarding 
11389,PS,Mediocre,5,Army Men: World War 
11390,PC,Good,7,World Of Outlaws: Sprint Cars 
11391,PC,Fair,6,Master of Orion III 
11392,PC,Fair,6,The Gladiators: Galactic Circus Games 
11393,PS2,Fair,6,Everblue 2 
11394,PS2,Good,7,Metal Gear Solid 2: Substance 
11395,PS2,Great,8,Tenchu: Wrath of Heaven 
11396,XBOX,Fair,6,The Terminator: Dawn of Fate 
11397,PC,Great,8,Freelancer 
11398,GC,Mediocre,5,Tom Clancy's Ghost Recon 
11399,XBOX,Fair,6,Indiana Jones and the Emperor's Tomb 
11400,XBOX,Fair,6,Kung Fu Chaos 
11401,PC,Fair,6,Post Mortem 
11402,PC,Poor,4,Harbinger 
11403,XBOX,Good,7,Apex 
11404,PS2,Fair,6,Disaster Report 
11405,GBA,Good,7,The Invincible Iron Man 
11406,PS2,Great,8,Breath of Fire: Dragon Quarter 
11407,PC,Fair,6,I Was An Atomic Mutant 
11408,PS2,Mediocre,5,Yu-Gi-Oh! The Duelists of the Roses 
11409,GBA,Mediocre,5,Daredevil 
11410,PS2,Great,8,Xenosaga Episode I: Der Wille zur Macht 
11411,GBA,Fair,6,The Sum of All Fears 
11412,PS2,Good,7,World Tour Soccer 2003 
11413,PS2,Good,7,Fisherman's Challenge 
11414,PS2,Good,7,Taiko no Tatsujin Import 
11415,PS2,Fair,6,P.T.O. IV 
11416,XBOX,Bad,3,Metal Dungeon 
11417,PS2,Good,7,EverQuest Online Adventures 
11418,PS2,Superb,9,Dark Cloud 2 
11419,PS2,Poor,4,Fighter Maker 2 
11420,PS2,Bad,3,HyperSonic.Xtreme 
11421,XBOX,Fair,6,Vexx 
11422,XBOX,Great,8,Capcom vs. SNK 2 EO 
11423,PS2,Good,7,Dynasty Warriors 3: Xtreme Legends 
11424,GC,Fair,6,Frogger Beyond 
11425,GC,Terrible,2,The Sum of All Fears 
11426,PC,Great,8,Command & Conquer: Generals 
11427,GC,Good,7,Summoner: A Goddess Reborn 
11428,PS2,Fair,6,Vexx 
11429,GBA,Great,8,Car Battler Joe 
11430,PS2,Mediocre,5,Galerians: Ash 
11431,PS2,Good,7,.hack infection part 1 
11432,PS2,Great,8,Pride FC 
11433,PC,Great,8,Battlefield 1942: The Road to Rome 
11434,PC,Great,8,NASCAR Racing 2003 Season 
11435,GC,Fair,6,Black & Bruised 
11436,PS2,Fair,6,Black & Bruised 
11437,PS2,Great,8,Guilty Gear X2 
11438,GBA,Good,7,The Mummy 
11439,GBA,Good,7,F1 2002 
11440,PC,Mediocre,5,The Mystery of the Mummy 
11441,GBA,Mediocre,5,Medal of Honor: Underground 
11442,PC,Good,7,Unreal II: The Awakening 
11443,GBA,Fair,6,Disney Sports Soccer 
11444,PS2,Fair,6,Devil May Cry 2 
11445,PC,Good,7,KAO the Kangaroo 
11446,XBOX,Fair,6,Battle Engine Aquila 
11447,GBA,Good,7,Hardcore Pinball 
11448,PC,Mediocre,5,Highland Warriors 
11449,GBA,Good,7,Sea Trader: Rise of Taipan 
11450,PS2,Fair,6,Battle Engine Aquila 
11451,GC,Good,7,Skies of Arcadia Legends 
11452,PS2,Mediocre,5,Cabela's Big Game Hunter 
11453,GBA,Poor,4,Minority Report: Everybody Runs 
11454,GBA,Fair,6,Worms World Party 
11455,GBA,Mediocre,5,Pinball Tycoon 
11456,GBA,Good,7,Crash Bandicoot 2: N-Tranced 
11457,GC,Poor,4,Resident Evil 3: Nemesis 
11458,XBOX,Fair,6,Dead or Alive Xtreme Beach Volleyball 
11459,PS2,Mediocre,5,Drome Racers 
11460,PS2,Fair,6,The Getaway 
11461,GC,Mediocre,5,Resident Evil 2 
11462,PC,Mediocre,5,Drome Racers 
11463,PC,Fair,6,Test Drive 
11464,PC,Mediocre,5,K-Hawk: Survival Instinct 
11465,GC,Bad,3,Disney's PK: Out of the Shadows 
11466,PS2,Bad,3,Disney's PK: Out of the Shadows 
11467,GBA,Bad,3,Disney Sports: Skateboarding 
11468,GBA,Great,8,Super Monkey Ball Jr. 
11469,PS2,Good,7,War of the Monsters 
11470,GBA,Good,7,Disney Sports: Football 
11471,GBA,Good,7,Disney Sports: Basketball 
11472,PS2,Mediocre,5,Tom Clancy's Ghost Recon 
11473,XBOX,Mediocre,5,BMX XXX 
11474,XBOX,Fair,6,ATV Quad Power Racing 2 
11475,GC,Fair,6,ATV Quad Power Racing 2 
11476,PS2,Fair,6,ATV Quad Power Racing 2 
11477,PS2,Good,7,The Sims 
11478,GC,Mediocre,5,Super Bubble Pop 
11479,XBOX,Superb,9,Panzer Dragoon Orta 
11480,GBA,Mediocre,5,BattleBots: Beyond the BattleBox 
11481,PS2,Good,7,Hot Wheels Velocity X Maximum Justice 
11482,PS2,Good,7,Pro Race Driver 
11483,XBOX,Abysmal,1,Nightcaster II: Equinox 
11484,PC,Poor,4,Shadowflare: Episode One 
11485,GBA,Good,7,Jazz Jackrabbit 
11486,XBOX,Bad,3,Pulse Racer 
11487,PC,Good,7,Impossible Creatures 
11488,GBA,Fair,6,Altered Beast: Guardian of the Realms 
11489,GC,Mediocre,5,Dragon's Lair 3D: Return to the Lair 
11490,PC,Good,7,Zanzarah: The Hidden Portal 
11491,XBOX,Great,8,"The Lord of the Rings, The Two Towers "
11492,GC,Great,8,"The Lord of the Rings, The Two Towers "
11493,GBA,Good,7,Mortal Kombat: Deadly Alliance 
11494,GBA,Mediocre,5,Super Bubble Pop 
11495,PS2,Mediocre,5,NCAA Final Four 2003 
11496,XBOX,Good,7,Total Immersion Racing 
11497,PS2,Good,7,Total Immersion Racing 
11498,PC,Fair,6,The Sims Online review
11499,GC,Good,7,Harry Potter and the Chamber of Secrets 
11500,XBOX,Good,7,Harry Potter and the Chamber of Secrets 
11501,XBOX,Good,7,Crimson Sea 
11502,GBA,Fair,6,Davis Cup Tennis 
11503,GBA,Fair,6,Hot Wheels Velocity X 
11504,XBOX,Bad,3,Dark Angel 
11505,PS2,Bad,3,Dark Angel 
11506,GBA,Good,7,Harry Potter and the Chamber of Secrets 
11507,GBA,Good,7,Lunar Legend 
11508,GBA,Mediocre,5,Pocky & Rocky with Becky 
11509,GBA,Fair,6,Reign of Fire 
11510,PC,Great,8,Europa 1400: The Guild 
11511,GC,Fair,6,Evolution Worlds 
11512,GBA,Mediocre,5,Rocky 
11513,GBA,Great,8,Dave Mirra Freestyle BMX 3 
11514,PC,Great,8,Dark Age of Camelot: Shrouded Isles 
11515,PS2,Good,7,NCAA March Madness 2003 
11516,GBA,Terrible,2,Legends of Wrestling II 
11517,PS2,Fair,6,Treasure Planet 
11518,PS2,Poor,4,Whiteout 
11519,PS2,Fair,6,Evolution Snowboarding 
11520,GBA,Great,8,Street Fighter Alpha 3 
11521,GBA,Great,8,V-Rally 3 
11522,GBA,Mediocre,5,Dungeons and Dragons Eye of the Beholder 
11523,GC,Great,8,NHL 2K3 
11524,PC,Fair,6,Anarchy Online: The Notum Wars 
11525,XBOX,Good,7,NCAA College Basketball 2K3 
11526,GC,Good,7,NCAA College Basketball 2K3 
11527,GC,Poor,4,Street Hoops 
11528,GC,Good,7,Worms Blast 
11529,GBA,Great,8,Phantasy Star Collection 
11530,PC,Fair,6,Neocron 
11531,PS2,Poor,4,Street Hoops 
11532,PC,Good,7,Worms Blast 
11533,PC,Poor,4,Street Legal 
11534,PS2,Good,7,Haven: Call of the King 
11535,GBA,Great,8,WWE Road to WrestleMania X8 
11536,GBA,Good,7,Godzilla: Domination! 
11537,GBA,Poor,4,Gauntlet Dark Legacy 
11538,GBA,Poor,4,Masters of the Universe - He-Man: Power of Grayskull 
11539,GBA,Good,7,"The Lord of the Rings, The Two Towers "
11540,GC,Fair,6,Darkened Skye 
11541,PS2,Good,7,Harry Potter and the Chamber of Secrets 
11542,GC,Good,7,Blood Omen 2 
11543,XBOX,Fair,6,Egg Mania: Eggstreme Madness 
11544,XBOX,Poor,4,Minority Report: Everybody Runs 
11545,PS2,Poor,4,Minority Report: Everybody Runs 
11546,GC,Poor,4,Minority Report: Everybody Runs 
11547,GC,Fair,6,Star Wars Bounty Hunter 
11548,GC,Fair,6,Egg Mania: Eggstreme Madness 
11549,PC,Good,7,Treasure Planet: Battle at Procyon 
11550,PS2,Good,7,Star Wars: The Clone Wars 
11551,GBA,Good,7,Kirby: Nightmare in Dream Land 
11552,XBOX,Fair,6,Legends of Wrestling II 
11553,GC,Mediocre,5,Rocky 
11554,PS2,Fair,6,Legends of Wrestling II 
11555,GC,Fair,6,Legends of Wrestling II 
11556,XBOX,Fair,6,Rally Fusion 
11557,PS2,Fair,6,Rally Fusion 
11558,PC,Fair,6,James Bond 007: NightFire 
11559,GC,Great,8,NASCAR: Dirt to Daytona 
11560,PC,Good,7,Hegemonia: Legions of Iron 
11561,PC,Good,7,Total Immersion Racing 
11562,GBA,Mediocre,5,Star Wars: The New Droid Army 
11563,PC,Fair,6,Cossacks: Back to War 
11564,GC,Good,7,Mystic Heroes 
11565,GBA,Good,7,SSX Tricky 
11566,GBA,Poor,4,Defender 
11567,GBA,Great,8,Tomb Raider: The Prophecy 
11568,PC,Great,8,Asheron's Call 2: Fallen Kings 
11569,GBA,Mediocre,5,Justice League: Injustice for All 
11570,GBA,Poor,4,The Revenge of Shinobi 
11571,PS2,Fair,6,Dragon Ball Z Budokai 
11572,GBA,Fair,6,Robotech: The Macross Saga 
11573,PC,Fair,6,Silent Hill 2 
11574,XBOX,Good,7,MX Superfly 
11575,PC,Fair,6,Platoon: 1st Airborne Cavalry Division 
11576,PS2,Good,7,Mystic Heroes 
11577,PS2,Mediocre,5,Ninja Assault 
11578,PS2,Mediocre,5,Star Wars Bounty Hunter 
11579,XBOX,Mediocre,5,Dragon's Lair 3D: Return to the Lair 
11580,PC,Mediocre,5,Dragon's Lair 3D: Return to the Lair 
11581,PC,Great,8,NBA Live 2003 
11582,PC,Good,7,Hearts of Iron 
11583,GC,Poor,4,Die Hard: Vendetta 
11584,GC,Mediocre,5,BMX XXX 
11585,PC,Fair,6,World War II: Panzer Claws 
11586,XBOX,Fair,6,Superman: The Man of Steel 
11587,PS2,Bad,3,The Simpsons Skateboarding 
11588,PS2,Good,7,Marvel vs. Capcom 2 
11589,PS2,Good,7,Rygar: The Legendary Adventure 
11590,GC,Good,7,James Bond 007: NightFire 
11591,PC,Great,8,Starfleet Command III 
11592,GBA,Great,8,Doom II 
11593,XBOX,Good,7,James Bond 007: NightFire 
11594,PS2,Good,7,James Bond 007: NightFire 
11595,PC,Great,8,Arx Fatalis 
11596,XBOX,Good,7,Steel Battalion 
11597,GBA,Good,7,Game & Watch Gallery 4 
11598,GC,Fair,6,Dr. Muto 
11599,PS2,Fair,6,Dr. Muto 
11600,XBOX,Fair,6,Dr. Muto 
11601,PC,Terrible,2,Revolution 
11602,GBA,Good,7,Contra Advance: The Alien Wars EX 
11603,PS2,Good,7,Shox 
11604,PS2,Good,7,ATV Offroad Fury 2 
11605,PC,Good,7,Battle Realms: Winter of the Wolf 
11606,PC,Mediocre,5,The Cameron Files: Pharaoh's Curse 
11607,PC,Mediocre,5,WWE Raw 
11608,GC,Great,8,Mortal Kombat: Deadly Alliance 
11609,GC,Good,7,Dead to Rights 
11610,PS2,Good,7,Dead to Rights 
11611,GC,Fair,6,Whirl Tour 
11612,PS2,Great,8,Mortal Kombat: Deadly Alliance 
11613,XBOX,Great,8,Mortal Kombat: Deadly Alliance 
11614,PS2,Fair,6,Whirl Tour 
11615,GC,Good,7,Outlaw Golf 
11616,XBOX,Mediocre,5,Rocky 
11617,GC,Great,8,Jedi Knight II: Jedi Outcast 
11618,XBOX,Great,8,Jedi Knight II: Jedi Outcast 
11619,GC,Good,7,Hunter: The Reckoning 
11620,XBOX,Great,8,NHL 2K3 
11621,PS2,Mediocre,5,Rocky 
11622,PS2,Good,7,Robot Alchemic Drive 
11623,PS2,Great,8,NHL 2K3 
11624,XBOX,Great,8,Unreal Championship 
11625,PS2,Good,7,Activision Anthology 
11626,GC,Bad,3,Spyro: Enter the Dragonfly 
11627,PS2,Terrible,2,Spyro: Enter the Dragonfly 
11628,XBOX,Great,8,FIFA 2003 
11629,PC,Good,7,MechWarrior 4: Mercenaries 
11630,GC,Good,7,Sonic Mega Collection 
11631,PS2,Great,8,FIFA 2003 
11632,GC,Great,8,FIFA 2003 
11633,GC,Fair,6,Defender 
11634,GC,Superb,9,Metroid Prime 
11635,XBOX,Good,7,Phantom Crash 
11636,GBA,Great,8,Metroid Fusion 
11637,PC,Superb,9,Tiger Woods PGA Tour 2003 
11638,GC,Great,8,Medal of Honor Frontline 
11639,XBOX,Great,8,Medal of Honor Frontline 
11640,XBOX,Great,8,Serious Sam 
11641,GC,Mediocre,5,Pro Rally 
11642,PC,Great,8,Deadly Dozen: Pacific Theater 
11643,PS2,Great,8,NASCAR: Dirt to Daytona 
11644,GC,Poor,4,Big Air Freestyle 
11645,PC,Bad,3,G.I. Combat: Episode 1: Battle of Normandy 
11646,PS2,Great,8,Twisted Metal: Black Online 
11647,GC,Great,8,Resident Evil 0 
11648,PS2,Good,7,Jet X2O 
11649,PS2,Mediocre,5,Wreckless 
11650,PC,Great,8,Robin Hood: The Legend of Sherwood 
11651,PC,Good,7,O.R.B. 
11652,PC,Good,7,DarkSpace 
11653,PS2,Mediocre,5,BMX XXX 
11654,XBOX,Fair,6,Zapper 
11655,GC,Good,7,Cubivore 
11656,PS2,Fair,6,Zapper 
11657,XBOX,Mediocre,5,Kakuto Chojin 
11658,PC,Fair,6,Dogs Playing Poker 
11659,PC,Mediocre,5,Civilization III: Play the World 
11660,PC,Great,8,Soldiers of Anarchy 
11661,XBOX,Great,8,Metal Gear Solid 2: Substance 
11662,PS2,Poor,4,NBA Starting Five 
11663,PC,Good,7,EverQuest: The Planes of Power 
11664,N64,Great,8,Madden NFL 99 
11665,XBOX,Superb,9,MechAssault 
11666,PC,Great,8,Rallisport Challenge 
11667,PS2,Great,8,WWE SmackDown! Shut Your Mouth 
11668,PS2,Good,7,Shinobi 
11669,XBOX,Bad,3,Toxic Grind 
11670,PC,Superb,9,FIFA 2003 
11671,GC,Good,7,Mario Party 4 
11672,XBOX,Good,7,Dynasty Warriors 3 
11673,GC,Fair,6,Swingerz Golf 
11674,GC,Poor,4,The Scorpion King: Rise of the Akkadian 
11675,XBOX,Great,8,NHL 2003 
11676,PS2,Good,7,V-Rally 3 
11677,XBOX,Good,7,NBA Inside Drive 2003 
11678,PS2,Good,7,Disney Golf 
11679,PC,Mediocre,5,Beam Breakers 
11680,GC,Good,7,Phantasy Star Online Episode I & II 
11681,PC,Poor,4,Football Mogul 2003 
11682,XBOX,Bad,3,Sneakers 
11683,PC,Fair,6,Strike Fighters: Project 1 
11684,PC,Superb,9,Age of Mythology 
11685,PS2,Superb,9,Ratchet & Clank 
11686,XBOX,Good,7,TransWorld Snowboarding 
11687,PS2,Poor,4,NHL FaceOff 2003 
11688,XBOX,Good,7,Pac-Man World 2 
11689,PS2,Mediocre,5,The Lord of the Rings: The Fellowship of the Ring 
11690,PS2,Fair,6,Defender 
11691,PS2,Superb,9,Suikoden III 
11692,XBOX,Fair,6,Defender 
11693,PC,Good,7,Scrabble Complete 
11694,PC,Fair,6,Zoo Tycoon: Marine Mania 
11695,PC,Fair,6,Wheel of Fortune 2003 
11696,GC,Great,8,Tiger Woods PGA Tour 2003 
11697,PS2,Mediocre,5,Silent Scope 3 
11698,PS2,Great,8,Tiger Woods PGA Tour 2003 
11699,XBOX,Great,8,Tiger Woods PGA Tour 2003 
11700,GBA,Great,8,Virtua Tennis 
11701,PS2,Mediocre,5,NBA ShootOut 2003 (PS2) 
11702,PC,Good,7,Iron Storm 
11703,PC,Superb,9,Combat Mission: Barbarossa to Berlin 
11704,GC,Fair,6,Robotech: Battlecry 
11705,PS2,Good,7,DDRMAX 
11706,GC,Good,7,Baldur's Gate: Dark Alliance 
11707,PS2,Superb,9,Grand Theft Auto: Vice City 
11708,XBOX,Great,8,Deathrow 
11709,PS2,Good,7,BloodRayne 
11710,GC,Good,7,BloodRayne 
11711,PC,Mediocre,5,NASCAR Thunder 2003 
11712,PC,Good,7,Jeopardy! 2003 
11713,XBOX,Great,8,Baldur's Gate: Dark Alliance 
11714,GC,Fair,6,X-Men: Next Dimension 
11715,PS2,Fair,6,X-Men: Next Dimension 
11716,PS2,Mediocre,5,Taz Wanted 
11717,XBOX,Mediocre,5,Taz Wanted 
11718,PC,Good,7,Combat Flight Simulator 3: Battle for Europe 
11719,PC,Poor,4,Conflict: Desert Storm 
11720,GBA,Great,8,Driver 2 Advance 
11721,PC,Good,7,Hoyle Puzzle Games 
11722,GBA,Terrible,2,The Lord of the Rings: The Fellowship of the Ring 
11723,PC,Mediocre,5,The Lord of the Rings: The Fellowship of the Ring 
11724,PS2,Good,7,Contra: Shattered Soldier 
11725,XBOX,Mediocre,5,The Lord of the Rings: The Fellowship of the Ring 
11726,PS2,Superb,9,Tony Hawk's Pro Skater 4 
11727,PS2,Poor,4,Reign of Fire 
11728,XBOX,Poor,4,Reign of Fire 
11729,PC,Great,8,America's Army: Operations 
11730,XBOX,Fair,6,The House of the Dead III 
11731,PS2,Good,7,Wild Arms 3 
11732,XBOX,Fair,6,WTA Tour Tennis 
11733,GC,Fair,6,WTA Tour Tennis 
11734,PC,Good,7,Hoyle Board Games 
11735,PC,Fair,6,Hoyle Card Games review
11736,XBOX,Mediocre,5,ToeJam & Earl III: Mission to Earth 
11737,XBOX,Good,7,Ty the Tasmanian Tiger 
11738,PS2,Good,7,Ty the Tasmanian Tiger 
11739,GC,Good,7,Ty the Tasmanian Tiger 
11740,PC,Mediocre,5,Taz Wanted 
11741,PS2,Great,8,"The Lord of the Rings, The Two Towers "
11742,PC,Good,7,Need for Speed: Hot Pursuit 2 
11743,GBA,Good,7,Dual Blades 
11744,PS2,Fair,6,Sub Rebellion 
11745,XBOX,Mediocre,5,Whacked! 
11746,N64,Great,8,Tony Hawk's Pro Skater 3 
11747,XBOX,Fair,6,Chase: Hollywood Stunt Driver 
11748,GC,Great,8,Knockout Kings 2003 
11749,PS2,Good,7,Legaia 2: Duel Saga 
11750,GBA,Bad,3,Smuggler's Run 
11751,PS2,Fair,6,Grandia Xtreme 
11752,XBOX,Poor,4,Loons: The Fight for Fame 
11753,PS2,Poor,4,Evolution Skateboarding 
